lat,lon,ele
-83.560213,-116.985788,36.433537
-45.005845,-178.473249,-2.961851
83.291099,-52.248302,-21.873297
73.447701,80.242206,8.552299
15.690278,18.116434,-10.609906
39.853108,-88.040071,32.853108
-34.548508,-7.941959,-16.548508
-28.178477,166.463303,-42.486963
5.916842,-76.427121,-22.951237
-27.959056,19.749704,-30.500592
80.016005,56.730327,-11.048015
75.125280,-118.370127,11.498880
-28.137235,-16.791911,-11.316767
-19.469348,-130.218912,11.102746
-36.613855,171.683360,-28.719526
34.785526,-86.606520,29.393480
30.161056,-105.642987,24.539430
-61.458060,-28.256285,-20.222771
84.803493,-15.549852,-26.000000
-1.416338,-139.961750,-0.961750
65.309183,-93.068675,37.450309
-12.968639,73.969661,59.064766
87.642853,142.217492,-14.285706
50.739471,62.031236,23.299903
68.958667,47.884125,-6.198541
26.242798,-96.247914,26.311335
-82.482779,145.060834,42.068884
28.318017,82.460499,50.454857
-34.886980,148.665003,-19.221049
32.361785,-157.290738,14.071047
78.075772,21.126681,-28.990401
-46.279993,15.070714,-28.070714
0.140088,64.448522,73.959877
-43.804573,-149.580043,10.224530
67.649937,-101.995352,35.351690
-49.191643,66.467972,-38.390564
72.925673,139.749686,1.324641
-7.632653,176.560431,-33.615623
85.649281,71.750636,-15.298562
40.601478,-125.135004,33.371122
45.474214,126.809866,-14.671304
-56.230681,35.067759,-36.821447
-71.552635,139.737904,49.395809
22.911798,-65.146196,52.000000
5.772988,34.613304,13.000000
48.157977,-73.163491,32.479445
39.013128,-76.318946,34.370482
64.372511,44.930674,-8.696815
-6.951816,154.651939,-62.140037
-9.177963,-83.013018,0.201682
-15.489618,79.856205,55.316946
-45.397148,21.889886,-33.000000
-39.423253,-96.091209,4.091209
44.252384,134.979591,-27.453648
-30.990478,-124.030067,11.000000
40.207011,40.764211,-27.964945
-78.575153,-119.032212,37.607365
24.135063,-39.695824,0.986459
-8.630910,3.867825,-9.048784
-70.136168,-136.245586,48.517922
-77.852827,158.732191,52.039414
-50.773480,141.100787,18.695523
48.100385,-105.833115,17.016753
-8.676951,12.630005,-14.040395
69.714323,-161.768964,-0.208710
-45.438238,-140.444497,15.438238
63.306465,77.417164,22.387070
-2.562073,-115.635385,19.875854
61.004309,103.695967,30.995691
-59.909688,157.804322,31.200248
39.853040,148.150256,-19.699488
-49.876191,-28.283402,-11.646423
-71.548081,-160.014749,62.562830
34.894369,-12.159227,-46.525441
14.990541,-64.132117,39.111949
-33.262157,122.517229,28.007085
80.621930,15.079314,-31.756140
82.760576,-168.146644,-4.760576
55.722952,72.291258,28.778872
-24.585663,164.642580,-48.828674
5.012826,1.532541,-18.459677
33.701477,60.651468,18.447791
-17.230043,-144.432450,3.491165
-22.833358,1.979690,-19.813048
48.337053,-112.438176,13.898877
6.739882,136.222510,-63.653331
26.920074,-99.355151,23.774695
28.359546,-23.057264,-27.719092
2.983653,126.050450,-66.367439
-12.921841,-136.045651,7.918273
68.691946,166.530613,-6.616108
86.104165,59.458240,-17.000000
1.267091,129.521402,-71.998653
19.108012,21.522938,-11.108012
9.425978,-55.391871,44.143021
4.609036,-171.101119,-13.390964
-60.557537,-12.916534,-16.838391
33.088765,-175.912933,10.007729
52.636308,-76.399336,39.653437
87.816376,3.282708,-18.367248
9.775994,88.610634,70.112190
19.051494,18.719166,-16.530194
-24.964071,6.346227,-27.271617
-37.679936,13.708254,-25.906623
-8.644090,18.850132,-5.587916
39.955451,-42.292321,-25.020916
-80.090893,117.790590,31.699697
-7.743334,28.864150,11.781824
6.925669,-114.013657,31.938311
84.345872,-1.636779,-26.308256
-36.192258,43.051362,-32.487240
23.158687,154.929618,-23.616658
-12.489250,-86.752257,4.752257
-14.882317,-50.386948,8.434861
-41.011969,85.403755,-7.620183
19.708967,23.120958,-12.120958
46.933308,163.937463,-0.991690
69.564253,-111.950373,20.949123
29.951342,145.865450,-28.366416
26.961087,112.855372,15.356058
87.751825,74.826057,-14.248175
23.573835,63.445182,45.747366
75.021905,-146.609703,4.000000
7.060394,-77.458908,-15.487598
8.435304,-159.211223,-12.683973
81.920413,117.740418,-3.840826
14.171276,89.991436,64.864447
-57.361987,107.475017,9.475017
-13.103986,140.000432,-59.688519
71.299144,-149.129035,5.196576
18.135013,3.246235,-25.777556
60.257465,-25.409513,-63.666978
7.481451,69.294588,91.741934
-37.285543,-34.782326,2.005714
11.047216,-176.382752,-11.000000
8.320406,81.160175,94.583223
-5.914215,-129.787471,10.018232
-72.579965,137.889056,47.731512
-4.687742,30.530514,14.560198
21.736223,145.158824,-34.705991
87.008081,51.247221,-17.738615
-16.563678,-108.710419,3.000000
16.640585,-23.492584,-26.390240
-66.494347,-16.940218,-7.000000
-13.182655,-108.113484,4.817345
-47.740615,-115.365734,10.000000
87.278968,134.126791,-12.557936
42.312400,62.523171,32.031865
29.472150,-135.708573,33.291427
43.737238,-77.421821,36.048220
-11.622616,110.674946,-2.024838
-57.458735,12.797650,-20.797650
65.455115,67.929693,11.981154
16.837278,-136.879747,25.077784
41.337713,139.451199,-32.982923
-27.192568,81.283926,19.182716
1.271358,-4.701916,-18.271358
-31.166595,-24.495779,-7.837411
64.635092,13.190517,-34.889150
-69.406606,-43.155609,-3.186788
25.886569,151.394192,-25.369761
67.973813,44.991966,-9.974234
-53.798365,-88.477343,5.000000
87.920722,69.598962,-15.079278
-39.858787,-158.128571,-0.269784
-80.514580,56.193156,-7.041074
15.985475,10.040541,-20.904982
75.274768,30.541539,-20.458461
64.045351,25.350830,-18.000000
4.275593,146.656582,-62.067825
-26.810324,143.924535,-26.228422
-36.564302,-97.397542,4.660032
81.030025,146.765833,-2.030025
39.250513,-50.352459,0.806864
-11.391803,95.476215,46.095140
16.355769,93.833548,57.366143
-65.763368,-147.307076,46.362768
28.608718,-33.978448,-21.860825
-0.724503,126.855276,-56.931266
-3.491074,64.701626,69.421104
-51.948892,-178.332476,24.795568
69.290686,38.385697,-12.887883
-18.740526,155.293200,-57.995544
42.966721,133.296738,-26.230180
76.718227,146.121707,-1.752521
-81.494066,-57.308058,24.844143
2.600415,-123.043737,24.582938
55.826687,-116.229747,18.596940
58.826493,-160.515038,-15.000000
-40.140577,-135.654707,13.000000
-73.838757,-65.135012,0.376798
-49.381638,145.995519,17.379928
-51.746474,-7.002457,-27.252903
-43.435891,164.339447,-1.031774
-89.142734,111.533952,29.142734
32.587179,-116.564202,34.187549
-33.494210,-32.865374,-1.201160
20.718259,77.160216,64.287180
-89.328850,99.558594,29.328850
48.302435,24.863549,-35.021894
38.110932,-107.782688,16.541269
9.947789,25.284603,1.389025
31.028251,-146.928662,21.197163
-58.240604,137.086187,29.481208
77.799542,-160.165867,-0.965409
-70.139885,-92.879786,20.666927
51.686338,68.734351,28.361675
23.307420,-98.208185,18.198470
-9.918923,168.323058,-55.003383
12.961950,146.187111,-33.856029
-75.064790,-75.551861,12.875811
38.706847,70.276222,36.622716
55.203035,-121.571284,12.973423
38.469668,114.903864,14.156800
67.801758,47.628875,-8.223980
-89.693781,108.400095,29.693781
-76.293748,2.945229,-4.808919
85.670854,115.770350,-10.670854
17.321820,-80.369721,10.750674
-66.514986,-160.955698,53.029972
14.953893,151.721914,-40.556172
30.334880,137.781206,-38.926730
32.414417,88.392647,36.036991
-5.231138,61.806220,57.770036
-45.169270,159.343159,7.826111
-61.830033,-22.423440,-16.449465
-83.551952,-50.540669,21.655856
58.240930,-31.487689,-62.882501
68.047542,-149.180659,-8.753701
45.853975,-35.136318,-51.464927
-86.221699,-72.506106,25.393903
-9.640370,31.214125,12.068499
38.712939,164.573447,8.146894
41.599440,-52.792416,5.528940
60.574946,2.386856,-46.448709
18.838081,25.879813,-11.857542
36.882046,25.195215,-36.956081
44.200374,-39.019966,-40.356815
-59.775052,-95.285147,13.614247
2.774774,-96.961051,9.969823
30.726241,33.225556,-17.000000
74.364480,-0.538149,-45.906560
83.138588,167.028704,-4.138588
-6.854343,-86.439916,5.815755
58.402955,-152.166448,-11.763493
71.966830,63.383665,5.437279
-17.929376,-91.674069,4.070624
-28.957844,-31.034948,-1.880740
68.514111,54.387442,-0.297635
62.700897,136.506737,-0.565056
32.228769,28.582317,-10.800457
-73.226010,0.817289,-13.180554
-74.300309,-3.367185,-12.656298
19.917365,-26.854997,-20.156985
-63.951223,-147.850138,41.853669
-16.499768,52.971583,18.972047
35.762944,-29.527841,-47.163704
59.837354,-158.902028,-15.000000
56.012083,120.499038,8.519075
-24.740707,82.703483,28.481362
58.354573,-38.824494,-50.883163
-49.298005,118.188016,22.701995
37.171315,43.837743,-19.722115
15.591528,70.650885,80.261318
72.399780,84.915639,11.566494
49.785884,105.132514,39.867486
45.227074,63.176320,33.352640
-31.577222,-15.438656,-15.391768
-8.000651,-31.822920,10.999885
-69.561151,148.856899,52.898900
79.669402,-15.842030,-30.669402
-70.500617,-73.346450,2.847067
50.931419,-155.153368,-6.862838
-81.100181,78.220180,-3.401154
37.284844,53.890324,11.536907
57.814465,-4.049527,-53.275400
59.747017,60.816748,7.519975
25.722506,107.982935,26.316359
-6.036758,148.955188,-74.197695
39.770991,6.096086,-44.696910
69.514234,140.294162,0.514234
-24.402828,79.875050,25.541616
38.916729,-156.319768,15.763503
-14.904126,-120.616673,7.059123
-78.423935,29.541995,-7.728195
-42.752212,103.460005,19.549390
10.907532,82.602959,94.339345
-70.461363,-43.488147,-1.077274
-35.169862,-69.581269,-28.028869
-53.243138,-134.216324,19.461127
-73.622019,-168.582970,65.377981
50.054154,-149.838428,-0.000890
58.539013,23.603345,-19.721866
-62.908700,144.806183,39.726100
-55.801819,27.115957,-31.512319
47.859586,-134.277678,22.042140
73.871600,118.528444,6.728356
-48.323919,139.542695,17.542695
-32.759980,116.545729,28.471847
-49.463252,158.502335,14.960917
17.136287,-79.637331,11.357346
70.995631,50.220586,-2.779414
-33.890021,-103.542397,7.000000
-82.841829,-136.879916,42.297348
-81.689003,47.457725,0.067009
-69.308525,-105.692967,30.096219
-70.403643,33.136095,-21.081161
-49.254441,56.438927,-41.561073
25.318145,97.423699,43.623349
-41.794333,-159.129042,2.486164
-23.690654,-99.755875,2.000000
-50.448702,-4.327766,-26.629399
-59.216742,-170.556902,41.869682
8.572585,-168.835972,-12.000000
73.196719,80.234012,8.803281
40.411733,45.251149,-18.304947
67.422698,117.008805,12.568497
-74.825343,104.470858,16.378440
-69.660707,50.348679,-27.915195
43.878145,-140.336951,24.784904
23.628346,71.694489,51.875594
14.296437,99.716438,33.863561
-80.672234,74.162094,-5.053129
-40.181825,-61.986424,-13.011108
0.988465,68.293506,85.159103
77.685739,110.480871,2.477403
52.657233,3.391282,-43.085604
73.149518,-84.143113,7.965792
3.459462,102.665646,-0.537476
-54.342360,-14.482683,-22.657640
-78.871831,127.757595,41.128169
85.966842,-22.528630,-22.132632
1.027977,-106.497472,19.013918
61.597030,34.894399,-14.105601
-47.005534,110.941512,20.930444
59.082801,58.868556,3.000000
-83.296257,-147.279230,43.703743
63.280492,-7.919271,-58.277558
7.817678,12.907153,-16.368016
88.183542,-12.825662,-17.449374
-79.095620,52.725503,-8.464890
-42.337705,63.927959,-29.409746
-11.096283,-142.037457,3.188960
13.036907,-67.743468,38.429782
-48.964864,-79.577146,-5.457990
10.775390,-153.768997,-4.045493
80.278432,139.900005,-0.835296
67.541575,-42.134623,-46.782227
-4.415224,22.369225,15.169915
-9.412093,24.447297,5.886080
17.605418,162.114546,-21.834362
-28.947868,-70.303434,-35.687929
25.636916,-19.680621,-32.275674
-77.335319,-38.567305,12.670638
88.750575,123.314562,-12.501150
71.154935,85.732839,13.690130
-71.178878,-100.272621,23.869888
-78.138636,10.483609,-1.722728
78.455720,72.606933,0.088560
8.006941,68.960389,90.874226
68.069957,-159.967777,-4.000000
33.360019,77.799956,23.656137
69.097635,161.847210,-4.887447
41.888096,18.357567,-38.276730
-68.573253,76.773915,-16.426747
59.391164,112.811077,26.403538
-36.875169,177.103841,-29.850212
11.551149,-35.746937,10.380286
79.479480,-38.730342,-34.649816
-39.007394,-88.245403,0.994421
-0.474634,104.841625,-13.841134
-89.080710,33.078662,28.161420
-15.713996,-139.409777,7.297644
-6.905347,-165.871897,-16.871897
81.854271,-78.282502,-18.562813
-4.558766,140.331852,-77.661221
8.419064,172.386443,-22.356437
25.562016,98.057428,41.440037
45.871582,-25.352901,-65.871582
19.507578,118.852587,-20.542605
-75.089104,-102.058739,26.094338
18.932721,36.069344,-4.928056
0.302455,-85.085167,-1.217288
59.457267,158.255133,-15.223935
84.014718,47.858029,-18.014718
77.655433,39.178535,-14.476898
-79.478628,170.223324,51.637807
-14.912413,53.657048,22.832222
76.777804,-127.554006,3.444392
-32.632146,-71.859229,-16.703831
-20.513387,-10.408704,-12.000000
-21.167880,160.187163,-54.194308
11.436842,-111.174012,32.784866
45.823625,58.665990,26.783454
-81.329261,-52.693619,24.899121
19.623392,-67.027532,61.875929
78.515976,-63.613384,-21.006221
-48.923108,89.529027,-12.865054
38.162239,-56.237586,20.351479
6.922626,12.768158,-17.326875
-0.676263,175.163668,-26.807424
44.168880,129.714557,-23.805911
56.695062,-152.040977,-12.581996
84.667712,-128.747121,-10.504274
-13.458857,-98.745784,8.541143
56.420876,123.177020,4.141339
33.921776,158.664146,-2.440350
-23.276672,28.243583,-16.039295
20.497320,62.395923,48.100863
-42.784515,114.509027,30.325173
46.347072,-41.870373,-35.690963
23.750460,160.317007,-12.932533
-54.363798,74.250332,-34.545132
-40.095798,169.107188,-18.627076
14.019811,131.642934,-49.960378
88.053249,147.939739,-13.946751
-22.770850,-148.708958,4.291042
34.762172,17.364236,-28.635764
75.132524,-166.605215,-1.000000
75.900893,115.080504,3.198214
62.840296,3.459824,-46.153788
-48.416866,-33.607435,-3.973078
-84.982598,-32.451713,18.000000
63.316527,12.108708,-36.466057
19.668305,117.776395,-16.768970
3.626988,152.270468,-53.373012
-17.519750,-71.236122,-30.637902
-42.590284,-140.027449,13.590284
33.549749,96.685339,40.172985
33.983042,72.565716,45.758552
14.040905,-150.934782,3.103455
-10.726579,-54.206407,10.433970
34.177919,98.262197,39.093641
7.119864,59.940664,58.754352
-60.609027,22.197838,-25.390973
25.774620,38.008994,-11.549240
64.957103,-95.759651,40.845445
-16.553221,-151.305376,-4.689657
81.111104,-169.346061,-3.111104
27.720791,116.091333,4.329958
85.892908,125.760833,-9.213554
18.623874,-156.073146,-9.001839
-33.112927,-175.904530,-27.887073
-81.648832,15.905073,6.946496
71.633724,-83.871573,13.069229
-59.877613,56.529369,-32.244774
45.052990,-86.855086,36.764464
27.483826,33.076137,-13.403200
24.357692,26.677737,-13.757579
-51.414803,175.667876,19.409767
27.674336,3.982990,-27.657326
-78.798077,5.850289,1.715635
-50.733293,49.560508,-44.588983
-14.338282,-43.939948,13.000000
68.773921,-120.745656,11.254344
-71.862312,45.512979,-21.717724
-49.621907,-137.427320,17.356154
-76.899880,18.681331,-9.981691
75.176100,-130.965778,5.767509
49.174028,170.611268,0.226457
76.649036,-176.895592,-1.612393
-60.582682,-19.044304,-19.251954
-18.738686,33.064235,2.732119
-33.161051,15.954993,-27.793942
-56.453242,-83.986184,3.439426
45.561850,-121.053513,20.000000
86.790083,-94.682757,-15.209917
-87.941290,108.365421,28.962744
74.149935,-70.761114,-15.652874
-87.958254,-44.540664,26.000000
-4.746368,-161.197299,-14.197299
-52.257437,62.899275,-35.843288
-41.606997,130.103180,26.289823
60.302963,145.517595,-14.000000
37.213457,33.494065,-33.146306
-38.251928,6.399777,-21.147849
-26.347724,-173.129990,-33.697477
82.451116,136.563774,-3.451116
-58.442935,35.101166,-33.613421
88.562031,-61.015512,-17.313907
72.920200,154.600600,-1.552672
62.684470,-135.388118,-6.703648
52.866622,-127.355036,12.574438
-38.423674,-77.883385,-9.116615
-81.171597,14.253183,6.133456
-62.575788,95.170515,0.170515
24.950567,-62.693006,52.034257
-56.714695,-162.994817,32.427911
58.159090,-54.027418,-17.076836
-57.454009,-40.397469,-19.273554
-36.668943,-68.145162,-21.428657
-35.598387,-32.467906,-1.344177
55.163521,-23.358756,-60.731991
84.897959,5.589967,-25.143881
-71.789842,133.854895,40.644737
86.698640,13.907009,-20.904080
28.260517,159.071251,-5.668232
9.353986,154.114896,-42.292028
85.513840,152.928480,-7.000000
-63.196758,55.218496,-29.803242
21.098310,-117.779229,46.779229
31.838951,144.544221,-28.455779
9.899385,-107.015893,23.931171
-84.429589,-81.938486,29.429589
3.385177,-162.183500,-16.314497
45.722304,125.754087,-11.995277
59.099488,-103.893953,35.315573
-30.007818,-174.323339,-30.989420
6.488977,-152.555396,-9.577442
72.755423,-6.764531,-51.311275
22.265337,-168.874453,-7.826898
32.320501,-97.863904,28.553764
88.220341,-59.233529,-18.338977
-58.090965,-125.729546,21.181930
63.347228,20.874703,-19.335785
-0.458328,-19.904682,-11.756077
44.686616,94.082116,57.135857
63.179134,-2.971151,-51.150285
62.275155,115.798960,22.365561
-73.772256,-30.645438,0.729301
37.793961,42.334539,-22.372527
-82.757141,-25.644092,17.401233
26.506763,-4.154553,-32.089757
-79.276098,-49.533782,17.699572
-21.217793,74.755150,26.639128
-75.507507,62.703941,-11.492493
42.360073,-21.653285,-58.733504
-35.764628,15.621128,-26.474932
61.486228,-121.415311,13.371314
-38.443642,-83.113526,-2.886474
-11.129861,170.364307,-55.156835
85.509705,102.707884,-12.000000
89.320569,143.699093,-13.320569
-54.228077,109.518915,11.518915
73.863534,47.516122,-5.347412
-85.775327,106.098263,26.348058
54.472189,92.831688,38.616648
-31.371157,40.141614,-17.166032
-19.636282,88.325667,46.822888
-5.711640,-179.120994,-23.918738
37.754970,161.991729,4.243003
-42.799347,63.690260,-30.109087
85.474126,163.003738,-6.474126
40.152728,166.561377,9.408649
17.343576,-85.848273,9.639685
35.376077,-130.925151,40.000000
-58.027887,163.062597,35.118371
50.742640,2.870890,-44.904118
71.814045,111.270153,10.000000
-72.684512,-161.871594,64.684512
16.517986,110.440692,5.289057
63.826111,40.892159,-12.826111
40.434213,-28.289281,-59.868426
79.594844,-176.173147,-4.000000
-46.148830,88.019512,-12.129318
-2.380018,-129.677538,11.522383
-31.769564,16.148091,-30.886034
84.969832,104.808796,-10.969832
44.478125,114.784260,15.237934
44.814092,63.763356,34.712620
-27.535691,25.546825,-29.535691
73.533531,17.086561,-35.406592
-9.045404,-119.131901,12.909192
26.542219,-141.742842,22.799377
25.437747,-25.437283,-22.629630
19.998131,-95.337426,17.641605
89.079113,-164.023537,-13.079113
10.944274,75.875801,92.415576
-28.119858,-81.330515,-6.669485
59.713474,55.158068,0.158068
-63.857502,150.645187,41.572506
-72.150486,110.311180,25.026990
-40.080702,-53.223490,-0.428944
80.140656,21.979677,-29.000000
-60.404825,3.801666,-15.595175
-58.580518,-137.457459,26.352932
-29.596409,-57.292224,-14.410163
-15.435518,37.762760,16.322288
-29.013863,-63.441281,-24.004489
81.721043,-124.432840,-2.884172
-3.796130,29.653427,11.388390
56.615889,-81.462952,45.748079
20.020106,-57.535530,45.445793
4.002698,-161.122039,-16.124078
-18.171832,33.871305,6.991838
-30.140761,131.434535,8.684143
51.589479,-9.752915,-58.309087
-86.843158,-3.665153,21.372632
69.011670,83.770119,14.761132
77.928738,59.820425,-3.870273
65.760486,81.370065,19.390392
-57.586703,-24.740869,-11.453854
29.706667,-33.610639,-25.898723
36.139142,108.253176,33.240472
79.517059,24.209151,-27.307908
72.703344,18.525324,-32.401849
-1.688080,79.760357,100.551563
64.167812,6.352859,-42.881572
73.955797,-69.530679,-15.911594
-70.934922,60.553620,-22.677642
-7.306666,34.261273,16.689867
46.945125,-87.725046,35.220079
12.159642,138.657003,-54.631237
-67.184475,-3.548930,-10.000000
2.699144,19.894378,10.854781
31.221954,12.122402,-31.931933
-37.606267,12.011725,-25.007108
76.886068,-10.545403,-40.393589
-43.889017,22.309984,-33.000000
41.636553,-42.613452,-26.432750
-28.965154,-30.887422,-1.930308
-17.481865,-4.754252,-13.000000
-22.188397,-22.292914,2.104517
36.811621,-113.153095,23.807203
50.872200,114.338549,20.322902
34.341915,-173.511593,12.166994
-38.595464,167.129525,-19.602183
53.139049,-122.174341,13.114807
29.956368,40.334546,-9.010959
10.404263,-138.388534,14.784265
-61.257311,-14.343297,-15.316401
-84.546878,27.022737,10.177209
-22.967901,178.794439,-50.205561
57.562279,170.325717,-6.236562
15.441482,12.762725,-16.148009
25.062565,135.114348,-37.228696
67.790156,-72.227004,13.341019
-58.001838,-80.002407,1.004245
31.399317,168.242711,8.302398
64.997320,72.486337,16.489017
-88.833115,90.443075,28.666230
-59.641638,-60.489023,-19.503110
-20.631542,101.435814,43.128372
-16.670467,14.485789,-23.028422
-7.943670,23.597345,6.386362
-61.180221,122.690592,29.051034
-60.402823,-98.650164,16.664724
-29.078704,42.979694,-11.333524
60.387485,-71.923051,24.535566
-53.826694,-18.972794,-21.027206
-39.244791,-60.071703,-12.543733
18.138221,104.221050,28.848190
-64.313320,-118.229982,30.543302
-11.040217,-0.223131,-11.214157
40.112298,-102.709612,21.435868
-14.863555,-2.752360,-13.213851
-40.418062,106.271371,28.435247
-72.311443,142.578240,49.868646
-46.709738,22.523157,-33.000000
-34.031206,-136.530416,11.000000
-70.541648,29.586310,-20.586310
72.916825,36.364706,-13.969666
24.157325,-125.185087,44.972238
-3.019473,66.348390,73.657834
-39.282432,11.840306,-25.885409
39.266192,34.065055,-35.716491
22.231816,169.744477,-4.560075
-82.967443,144.714793,40.406150
76.226879,-130.900392,5.204280
76.077424,56.775993,-3.077424
-66.346955,158.723482,48.040865
-24.620986,-79.308153,-9.121474
24.663122,-43.973664,7.603620
79.512522,131.104539,1.487478
51.412807,-62.519068,15.212522
-73.793597,61.418832,-17.825612
12.157177,-33.504891,4.931962
54.102652,171.395942,-2.542050
87.464447,134.132422,-12.928894
-75.958996,25.354511,-15.082008
-75.684615,116.910271,32.910271
-84.732230,130.127431,35.301892
-76.472914,-28.419083,5.527086
-55.672626,59.527639,-36.327374
56.498130,79.137821,34.501870
82.693203,-52.228561,-20.316284
