No,Latitude,Longitude,Altitude,FIX,HDOP,Satellites,Date,Time
27,50.224617,17.174650,461.2,"3d",2.20,6,2019/03/08,23:56:26
28,50.224650,17.174633,464.9,"3d",1.20,7,2019/03/08,23:56:27
29,50.224650,17.174583,463.7,"3d",1.20,7,2019/03/08,23:56:28
30,50.224650,17.174567,462.7,"3d",1.20,7,2019/03/08,23:56:29
31,50.224650,17.174650,464.9,"3d",1.20,7,2019/03/08,23:56:30
32,50.224650,17.174683,468.7,"3d",1.00,7,2019/03/08,23:56:31
33,50.224650,17.174717,466.9,"3d",1.00,8,2019/03/08,23:56:32
34,50.224650,17.174717,468.3,"3d",0.80,9,2019/03/08,23:56:33
35,50.224667,17.174683,468.7,"3d",0.80,9,2019/03/08,23:56:34
36,50.224650,17.174667,468.5,"3d",0.80,8,2019/03/08,23:56:35
37,50.224650,17.174650,467.7,"3d",0.80,8,2019/03/08,23:56:36
38,50.224667,17.174617,469.3,"3d",0.80,8,2019/03/08,23:56:37
39,50.224667,17.174650,468.5,"3d",0.80,9,2019/03/08,23:56:38
40,50.224683,17.174667,470.4,"3d",0.80,9,2019/03/08,23:56:39
41,50.224700,17.174700,472.5,"3d",0.80,9,2019/03/08,23:56:40
42,50.224683,17.174700,469.6,"3d",1.20,7,2019/03/08,23:56:41
43,50.224667,17.174667,466.7,"3d",1.20,7,2019/03/08,23:56:42
44,50.224683,17.174650,465.3,"3d",1.00,8,2019/03/08,23:56:43
45,50.224683,17.174667,466.0,"3d",1.00,7,2019/03/08,23:56:44
46,50.224700,17.174700,466.8,"3d",2.00,5,2019/03/08,23:56:45
47,50.224717,17.174733,473.8,"3d",2.40,5,2019/03/08,23:56:46
48,50.224767,17.174717,482.3,"3d",5.40,5,2019/03/08,23:56:47
49,50.224817,17.174733,491.7,"3d",1.60,5,2019/03/08,23:56:48
50,50.224833,17.174733,494.3,"3d",1.60,6,2019/03/08,23:56:49
51,50.224800,17.174767,490.1,"3d",1.00,7,2019/03/08,23:56:50
52,50.224767,17.174783,485.3,"3d",0.80,8,2019/03/08,23:56:51
53,50.224733,17.174767,480.2,"3d",0.80,7,2019/03/08,23:56:52
54,50.224733,17.174783,479.5,"3d",0.80,8,2019/03/08,23:56:53
55,50.224717,17.174800,478.0,"3d",1.00,7,2019/03/08,23:56:54
56,50.224700,17.174783,475.6,"3d",1.00,7,2019/03/08,23:56:55
57,50.224700,17.174733,473.8,"3d",1.00,8,2019/03/08,23:56:56
58,50.224700,17.174700,472.0,"3d",1.00,7,2019/03/08,23:56:57
59,50.224683,17.174667,471.5,"3d",1.00,6,2019/03/08,23:56:58
60,50.224667,17.174650,471.5,"3d",1.00,8,2019/03/08,23:56:59
61,50.224617,17.174617,467.1,"3d",0.80,9,2019/03/08,23:57:00
62,50.224600,17.174600,459.8,"3d",0.80,9,2019/03/08,23:57:01
63,50.224583,17.174583,458.0,"3d",0.80,9,2019/03/08,23:57:02
64,50.224617,17.174600,465.8,"3d",0.80,9,2019/03/08,23:57:03
65,50.224633,17.174583,468.4,"3d",1.00,8,2019/03/08,23:57:04
66,50.224633,17.174567,469.3,"3d",1.00,8,2019/03/08,23:57:05
67,50.224667,17.174550,471.9,"3d",0.80,9,2019/03/08,23:57:06
68,50.224650,17.174567,472.8,"3d",0.80,9,2019/03/08,23:57:07
69,50.224650,17.174600,471.6,"3d",0.80,9,2019/03/08,23:57:08
70,50.224650,17.174667,474.9,"3d",1.40,8,2019/03/08,23:57:09
71,50.224683,17.174650,476.0,"3d",0.80,9,2019/03/08,23:57:10
72,50.224667,17.174683,475.2,"3d",0.80,9,2019/03/08,23:57:11
73,50.224617,17.174683,471.0,"3d",0.80,8,2019/03/08,23:57:12
74,50.224567,17.174667,466.6,"3d",0.80,9,2019/03/08,23:57:13
75,50.224567,17.174667,465.0,"3d",1.40,7,2019/03/08,23:57:14
76,50.224550,17.174617,462.9,"3d",0.80,9,2019/03/08,23:57:15
77,50.224517,17.174683,466.7,"3d",0.80,9,2019/03/08,23:57:16
78,50.224500,17.174683,465.9,"3d",0.80,9,2019/03/08,23:57:17
79,50.224467,17.174617,467.4,"3d",1.40,8,2019/03/08,23:57:18
80,50.224433,17.174533,468.6,"3d",0.80,9,2019/03/08,23:57:19
81,50.224417,17.174483,467.7,"3d",0.80,9,2019/03/08,23:57:20
82,50.224383,17.174433,463.5,"3d",0.80,9,2019/03/08,23:57:21
83,50.224367,17.174333,462.3,"3d",0.80,7,2019/03/08,23:57:22
84,50.224400,17.174250,456.9,"3d",0.80,9,2019/03/08,23:57:23
85,50.224400,17.174150,455.5,"3d",0.80,8,2019/03/08,23:57:24
86,50.224400,17.174067,456.4,"3d",0.80,9,2019/03/08,23:57:25
87,50.224383,17.174000,456.4,"3d",0.80,9,2019/03/08,23:57:26
88,50.224383,17.173917,457.4,"3d",0.80,10,2019/03/08,23:57:27
89,50.224367,17.173867,456.6,"3d",0.80,10,2019/03/08,23:57:28
90,50.224350,17.173800,456.1,"3d",0.80,10,2019/03/08,23:57:29
91,50.224333,17.173733,456.6,"3d",0.80,10,2019/03/08,23:57:30
92,50.224317,17.173633,456.3,"3d",0.80,10,2019/03/08,23:57:31
93,50.224300,17.173583,455.1,"3d",0.80,10,2019/03/08,23:57:32
94,50.224267,17.173500,457.5,"3d",0.80,10,2019/03/08,23:57:33
95,50.224233,17.173417,457.4,"3d",0.80,9,2019/03/08,23:57:34
96,50.224233,17.173383,455.4,"3d",0.80,10,2019/03/08,23:57:35
97,50.224233,17.173350,455.7,"3d",0.80,10,2019/03/08,23:57:36
98,50.224250,17.173283,461.0,"3d",0.80,10,2019/03/08,23:57:37
99,50.224250,17.173267,460.7,"3d",0.80,10,2019/03/08,23:57:38
100,50.224250,17.173267,460.4,"3d",0.80,9,2019/03/08,23:57:39
101,50.224250,17.173283,461.5,"3d",0.80,9,2019/03/08,23:57:40
102,50.224233,17.173250,465.4,"3d",0.80,10,2019/03/08,23:57:41
103,50.224233,17.173250,469.4,"3d",0.80,8,2019/03/08,23:57:42
104,50.224217,17.173283,469.7,"3d",0.80,10,2019/03/08,23:57:43
105,50.224183,17.173300,471.9,"3d",0.80,10,2019/03/08,23:57:44
106,50.224150,17.173333,472.8,"3d",0.80,10,2019/03/08,23:57:45
107,50.224100,17.173250,467.9,"3d",0.80,10,2019/03/08,23:57:46
108,50.224133,17.173233,461.4,"3d",0.80,10,2019/03/08,23:57:47
109,50.224133,17.173217,457.6,"3d",0.80,10,2019/03/08,23:57:48
110,50.224150,17.173200,458.3,"2d",0.80,,2019/03/08,23:57:49
111,50.224150,17.173267,456.3,"3d",0.80,10,2019/03/08,23:57:50
112,50.224150,17.173350,462.1,"3d",0.80,10,2019/03/08,23:57:51
113,50.224167,17.173367,462.7,"3d",0.80,10,2019/03/08,23:57:52
114,50.224167,17.173367,462.8,"3d",0.80,10,2019/03/08,23:57:53
115,50.224183,17.173383,461.1,"3d",0.80,9,2019/03/08,23:57:54
116,50.224200,17.173350,452.3,"3d",0.80,10,2019/03/08,23:57:55
117,50.224200,17.173317,448.9,"3d",0.80,10,2019/03/08,23:57:56
118,50.224233,17.173267,444.8,"3d",0.80,9,2019/03/08,23:57:57
119,50.224233,17.173267,442.5,"3d",0.80,10,2019/03/08,23:57:58
120,50.224233,17.173267,441.3,"3d",0.80,9,2019/03/08,23:57:59
121,50.224217,17.173250,446.9,"3d",0.80,10,2019/03/08,23:58:00
122,50.224217,17.173267,443.9,"3d",0.80,10,2019/03/08,23:58:01
123,50.224250,17.173233,440.0,"3d",0.80,10,2019/03/08,23:58:02
124,50.224233,17.173217,445.6,"3d",0.80,10,2019/03/08,23:58:03
125,50.224217,17.173200,447.5,"3d",0.80,10,2019/03/08,23:58:04
126,50.224233,17.173200,451.7,"3d",0.80,10,2019/03/08,23:58:05
127,50.224250,17.173200,454.4,"3d",0.80,9,2019/03/08,23:58:06
128,50.224233,17.173233,454.1,"3d",1.40,7,2019/03/08,23:58:07
129,50.224250,17.173233,448.3,"3d",0.80,10,2019/03/08,23:58:08
130,50.224267,17.173267,445.4,"3d",0.80,10,2019/03/08,23:58:09
131,50.224233,17.173283,447.9,"3d",0.80,10,2019/03/08,23:58:10
132,50.224200,17.173300,451.4,"3d",0.80,10,2019/03/08,23:58:11
133,50.224133,17.173367,450.9,"3d",0.80,9,2019/03/08,23:58:12
134,50.224117,17.173383,456.3,"3d",0.80,9,2019/03/08,23:58:13
135,50.224150,17.173367,463.9,"3d",0.80,10,2019/03/08,23:58:14
136,50.224167,17.173367,471.2,"3d",0.80,10,2019/03/08,23:58:15
137,50.224200,17.173400,468.1,"3d",0.80,10,2019/03/08,23:58:16
138,50.224183,17.173417,468.9,"3d",0.80,10,2019/03/08,23:58:17
139,50.224167,17.173400,467.9,"3d",0.80,10,2019/03/08,23:58:18
140,50.224217,17.173417,466.0,"3d",0.80,10,2019/03/08,23:58:19
141,50.224217,17.173417,467.5,"3d",0.80,10,2019/03/08,23:58:20
142,50.224233,17.173367,461.6,"3d",0.80,10,2019/03/08,23:58:21
143,50.224250,17.173317,457.8,"3d",0.80,10,2019/03/08,23:58:22
144,50.224233,17.173250,457.4,"3d",0.80,10,2019/03/08,23:58:23
145,50.224183,17.173217,469.8,"3d",0.80,10,2019/03/08,23:58:24
146,50.224150,17.173217,476.2,"3d",0.80,10,2019/03/08,23:58:25
147,50.224150,17.173233,476.1,"3d",0.80,10,2019/03/08,23:58:26
148,50.224150,17.173283,467.7,"3d",0.80,9,2019/03/08,23:58:27
149,50.224167,17.173283,467.8,"3d",1.20,8,2019/03/08,23:58:28
150,50.224217,17.173250,459.0,"3d",1.00,8,2019/03/08,23:58:29
151,50.224233,17.173233,447.6,"3d",0.80,9,2019/03/08,23:58:30
152,50.224217,17.173250,442.6,"3d",0.80,10,2019/03/08,23:58:31
153,50.224167,17.173300,445.2,"3d",0.80,10,2019/03/08,23:58:32
154,50.224183,17.173283,446.4,"3d",0.80,10,2019/03/08,23:58:33
155,50.224183,17.173267,446.3,"3d",0.80,10,2019/03/08,23:58:34
156,50.224183,17.173250,458.8,"3d",1.00,9,2019/03/08,23:58:35
157,50.224200,17.173233,461.1,"3d",0.80,9,2019/03/08,23:58:36
158,50.224100,17.173267,465.4,"3d",0.80,10,2019/03/08,23:58:37
159,50.224067,17.173283,463.7,"3d",0.80,10,2019/03/08,23:58:38
160,50.224083,17.173267,464.1,"3d",0.80,10,2019/03/08,23:58:39
161,50.224083,17.173233,457.6,"3d",0.80,10,2019/03/08,23:58:40
162,50.224100,17.173250,456.2,"3d",0.80,10,2019/03/08,23:58:41
163,50.224133,17.173233,454.4,"3d",0.80,10,2019/03/08,23:58:42
164,50.224150,17.173200,459.4,"3d",0.80,10,2019/03/08,23:58:43
165,50.224150,17.173217,460.7,"3d",0.80,10,2019/03/08,23:58:44
166,50.224167,17.173233,461.0,"3d",0.80,10,2019/03/08,23:58:45
167,50.224167,17.173233,463.3,"3d",0.80,10,2019/03/08,23:58:46
168,50.224183,17.173233,462.6,"3d",0.80,9,2019/03/08,23:58:47
169,50.224183,17.173300,462.8,"3d",0.80,9,2019/03/08,23:58:48
170,50.224200,17.173317,462.8,"3d",0.80,9,2019/03/08,23:58:49
171,50.224250,17.173433,468.1,"3d",1.40,4,2019/03/08,23:58:50
172,50.224233,17.173417,460.9,"3d",1.00,8,2019/03/08,23:58:51
173,50.224250,17.173433,461.1,"3d",1.00,8,2019/03/08,23:58:52
174,50.224233,17.173467,460.0,"3d",1.00,8,2019/03/08,23:58:53
175,50.224200,17.173617,459.9,"3d",1.00,8,2019/03/08,23:58:54
176,50.224133,17.173883,459.8,"3d",1.00,8,2019/03/08,23:58:55
177,50.224167,17.174133,460.1,"3d",1.00,8,2019/03/08,23:58:56
178,50.224300,17.174267,459.9,"3d",1.20,7,2019/03/08,23:58:57
179,50.224433,17.174367,460.1,"3d",1.20,7,2019/03/08,23:58:58
180,50.224567,17.174483,460.6,"3d",1.00,8,2019/03/08,23:58:59
181,50.224700,17.174533,460.8,"3d",1.00,8,2019/03/08,23:59:00
182,50.224833,17.174617,460.8,"3d",1.00,8,2019/03/08,23:59:01
183,50.224883,17.174783,460.9,"3d",1.00,8,2019/03/08,23:59:02
184,50.224883,17.175000,460.7,"3d",1.00,8,2019/03/08,23:59:03
185,50.224783,17.175117,460.2,"3d",1.00,8,2019/03/08,23:59:04
186,50.224650,17.174967,461.0,"3d",1.00,8,2019/03/08,23:59:05
187,50.224483,17.174833,461.8,"3d",1.00,8,2019/03/08,23:59:06
188,50.224300,17.174733,461.9,"3d",1.00,8,2019/03/08,23:59:07
189,50.224100,17.174650,462.0,"3d",1.00,8,2019/03/08,23:59:08
190,50.223933,17.174550,462.9,"3d",1.20,7,2019/03/08,23:59:09
191,50.223717,17.174417,462.6,"3d",1.00,8,2019/03/08,23:59:10
192,50.223533,17.174333,463.3,"3d",1.00,8,2019/03/08,23:59:11
193,50.223367,17.174233,463.6,"3d",1.20,7,2019/03/08,23:59:12
194,50.223200,17.174133,464.8,"3d",1.00,8,2019/03/08,23:59:13
195,50.223067,17.173983,466.0,"3d",1.00,8,2019/03/08,23:59:14
196,50.222933,17.173817,466.2,"3d",1.20,7,2019/03/08,23:59:15
197,50.222833,17.173650,467.6,"3d",1.20,7,2019/03/08,23:59:16
198,50.222750,17.173550,468.7,"3d",1.00,8,2019/03/08,23:59:17
199,50.222667,17.173417,468.9,"3d",1.00,8,2019/03/08,23:59:18
200,50.222583,17.173267,469.9,"3d",1.00,8,2019/03/08,23:59:19
201,50.222483,17.173133,471.4,"3d",1.00,8,2019/03/08,23:59:20
202,50.222383,17.173017,473.3,"3d",1.00,8,2019/03/08,23:59:21
203,50.222283,17.172917,475.2,"3d",1.00,8,2019/03/08,23:59:22
204,50.222183,17.172850,477.1,"3d",1.20,7,2019/03/08,23:59:23
205,50.222067,17.172783,478.9,"3d",1.20,7,2019/03/08,23:59:24
206,50.221967,17.172717,480.3,"3d",1.20,7,2019/03/08,23:59:25
207,50.221850,17.172667,481.2,"3d",1.20,7,2019/03/08,23:59:26
208,50.221750,17.172617,482.1,"3d",1.00,8,2019/03/08,23:59:27
209,50.221633,17.172600,482.9,"3d",1.00,8,2019/03/08,23:59:28
210,50.221533,17.172550,483.7,"3d",1.00,8,2019/03/08,23:59:29
211,50.221417,17.172500,484.7,"3d",1.00,8,2019/03/08,23:59:30
212,50.221317,17.172417,485.9,"3d",1.00,8,2019/03/08,23:59:31
213,50.221217,17.172317,486.9,"3d",1.00,8,2019/03/08,23:59:32
214,50.221133,17.172183,487.7,"3d",1.00,8,2019/03/08,23:59:33
215,50.221050,17.172033,488.9,"3d",1.00,8,2019/03/08,23:59:34
216,50.220967,17.171917,490.0,"3d",1.20,7,2019/03/08,23:59:35
217,50.220867,17.171800,491.2,"3d",1.00,8,2019/03/08,23:59:36
218,50.220817,17.171633,492.0,"3d",1.00,8,2019/03/08,23:59:37
219,50.220817,17.171467,492.7,"3d",1.00,8,2019/03/08,23:59:38
220,50.220917,17.171300,492.7,"3d",1.00,8,2019/03/08,23:59:39
221,50.221033,17.171133,492.4,"3d",1.00,8,2019/03/08,23:59:40
222,50.221183,17.170900,492.0,"3d",1.00,8,2019/03/08,23:59:41
223,50.221333,17.170650,491.8,"3d",1.00,8,2019/03/08,23:59:42
224,50.221483,17.170400,491.7,"3d",1.00,8,2019/03/08,23:59:43
225,50.221617,17.170150,491.7,"3d",1.00,8,2019/03/08,23:59:44
226,50.221767,17.169900,491.2,"3d",0.80,9,2019/03/08,23:59:45
227,50.221967,17.169633,490.1,"3d",0.80,9,2019/03/08,23:59:46
228,50.222183,17.169333,488.7,"3d",0.80,9,2019/03/08,23:59:47
229,50.222450,17.169033,486.7,"3d",0.80,9,2019/03/08,23:59:48
230,50.222767,17.168700,484.0,"3d",0.80,9,2019/03/08,23:59:49
231,50.223133,17.168400,480.5,"3d",0.80,9,2019/03/08,23:59:50
232,50.223533,17.168267,477.6,"3d",0.80,9,2019/03/08,23:59:51
233,50.223817,17.168100,475.3,"3d",0.80,9,2019/03/08,23:59:52
234,50.224117,17.167717,471.3,"3d",0.80,9,2019/03/08,23:59:53
235,50.224300,17.167117,470.3,"3d",0.80,9,2019/03/08,23:59:54
236,50.224483,17.166600,469.6,"3d",0.80,9,2019/03/08,23:59:55
237,50.224667,17.166133,469.3,"3d",0.80,9,2019/03/08,23:59:56
238,50.224817,17.165817,470.3,"3d",0.80,9,2019/03/08,23:59:57
239,50.224883,17.165733,470.7,"3d",0.80,9,2019/03/08,23:59:58
240,50.224967,17.165767,470.7,"3d",0.80,9,2019/03/08,23:59:59
241,50.225067,17.165567,470.5,"3d",0.80,9,2019/03/09,00:00:00
242,50.225167,17.165250,470.2,"3d",0.80,9,2019/03/09,00:00:01
243,50.225283,17.164933,470.0,"3d",0.80,9,2019/03/09,00:00:02
244,50.225383,17.164600,469.6,"3d",0.80,9,2019/03/09,00:00:03
245,50.225483,17.164283,469.5,"3d",0.80,9,2019/03/09,00:00:04
246,50.225600,17.164117,470.1,"3d",0.80,9,2019/03/09,00:00:05
247,50.225783,17.164050,469.3,"3d",0.80,9,2019/03/09,00:00:06
248,50.226017,17.164083,469.1,"3d",0.80,9,2019/03/09,00:00:07
249,50.226267,17.164117,468.9,"3d",0.80,9,2019/03/09,00:00:08
250,50.226517,17.164167,468.8,"3d",0.80,9,2019/03/09,00:00:09
251,50.226750,17.164250,468.9,"3d",0.80,9,2019/03/09,00:00:10
252,50.226967,17.164300,468.9,"3d",0.80,9,2019/03/09,00:00:11
253,50.227183,17.164267,469.4,"3d",0.80,9,2019/03/09,00:00:12
254,50.227350,17.164067,469.5,"3d",0.80,9,2019/03/09,00:00:13
255,50.227450,17.163750,469.8,"3d",0.80,9,2019/03/09,00:00:14
256,50.227533,17.163417,470.3,"3d",0.80,9,2019/03/09,00:00:15
257,50.227617,17.163117,470.9,"3d",0.80,9,2019/03/09,00:00:16
258,50.227783,17.162867,471.2,"3d",0.80,9,2019/03/09,00:00:17
259,50.227950,17.162583,469.9,"3d",0.80,9,2019/03/09,00:00:18
260,50.227950,17.162233,470.3,"3d",0.80,9,2019/03/09,00:00:19
261,50.227950,17.161883,470.9,"3d",0.80,9,2019/03/09,00:00:20
262,50.228017,17.161550,471.5,"3d",0.80,9,2019/03/09,00:00:21
263,50.228117,17.161250,472.1,"3d",0.80,9,2019/03/09,00:00:22
264,50.228250,17.160983,472.8,"3d",0.80,9,2019/03/09,00:00:23
265,50.228333,17.160667,473.0,"3d",0.80,9,2019/03/09,00:00:24
266,50.228367,17.160267,472.9,"3d",0.80,9,2019/03/09,00:00:25
267,50.228317,17.159883,473.1,"3d",0.80,9,2019/03/09,00:00:26
268,50.228283,17.159500,473.5,"3d",0.80,9,2019/03/09,00:00:27
269,50.228250,17.159100,473.9,"3d",0.80,9,2019/03/09,00:00:28
270,50.228233,17.158717,474.1,"3d",0.80,9,2019/03/09,00:00:29
271,50.228217,17.158350,474.6,"3d",0.80,9,2019/03/09,00:00:30
272,50.228217,17.157967,475.0,"3d",0.80,9,2019/03/09,00:00:31
273,50.228217,17.157583,475.3,"3d",0.80,9,2019/03/09,00:00:32
274,50.228233,17.157233,475.8,"3d",1.00,8,2019/03/09,00:00:33
275,50.228233,17.156850,476.5,"3d",0.80,9,2019/03/09,00:00:34
276,50.228267,17.156517,476.7,"3d",0.80,9,2019/03/09,00:00:35
277,50.228267,17.156183,476.9,"3d",0.80,9,2019/03/09,00:00:36
278,50.228250,17.155850,477.3,"3d",0.80,9,2019/03/09,00:00:37
279,50.228233,17.155500,477.7,"3d",0.80,9,2019/03/09,00:00:38
280,50.228183,17.155183,477.6,"3d",0.80,9,2019/03/09,00:00:39
281,50.228183,17.154933,478.0,"3d",0.80,9,2019/03/09,00:00:40
282,50.228167,17.154650,478.1,"3d",0.80,9,2019/03/09,00:00:41
283,50.228167,17.154350,478.4,"3d",0.80,9,2019/03/09,00:00:42
284,50.228200,17.154033,478.8,"3d",0.80,9,2019/03/09,00:00:43
285,50.228267,17.153717,479.3,"3d",0.80,9,2019/03/09,00:00:44
286,50.228367,17.153417,479.5,"3d",0.80,9,2019/03/09,00:00:45
287,50.228433,17.153083,479.8,"3d",0.80,9,2019/03/09,00:00:46
288,50.228483,17.152750,480.2,"3d",0.80,9,2019/03/09,00:00:47
289,50.228500,17.152400,480.8,"3d",0.80,9,2019/03/09,00:00:48
290,50.228483,17.152100,481.2,"3d",0.80,9,2019/03/09,00:00:49
291,50.228450,17.151783,481.7,"3d",0.80,9,2019/03/09,00:00:50
292,50.228583,17.151600,482.1,"3d",0.80,9,2019/03/09,00:00:51
293,50.228533,17.151317,482.8,"3d",0.80,9,2019/03/09,00:00:52
294,50.228433,17.151000,483.2,"3d",0.80,9,2019/03/09,00:00:53
295,50.228350,17.150683,484.1,"3d",1.00,9,2019/03/09,00:00:54
296,50.228333,17.150350,484.6,"3d",1.00,9,2019/03/09,00:00:55
297,50.228450,17.150017,484.7,"3d",1.00,9,2019/03/09,00:00:56
298,50.228583,17.149733,485.3,"3d",1.00,8,2019/03/09,00:00:57
299,50.228683,17.149417,486.3,"3d",1.00,9,2019/03/09,00:00:58
300,50.228750,17.149100,486.5,"3d",1.00,9,2019/03/09,00:00:59
301,50.228817,17.148750,486.8,"3d",1.00,9,2019/03/09,00:01:00
302,50.228883,17.148400,487.4,"3d",1.00,9,2019/03/09,00:01:01
303,50.228950,17.148067,487.7,"3d",1.00,9,2019/03/09,00:01:02
304,50.229017,17.147733,487.7,"3d",1.00,9,2019/03/09,00:01:03
305,50.229050,17.147400,488.1,"3d",1.00,9,2019/03/09,00:01:04
306,50.229067,17.147067,488.8,"3d",1.00,9,2019/03/09,00:01:05
307,50.229067,17.146733,489.1,"3d",1.00,9,2019/03/09,00:01:06
308,50.229050,17.146383,488.9,"3d",1.00,9,2019/03/09,00:01:07
309,50.229033,17.146033,489.0,"3d",1.00,9,2019/03/09,00:01:08
310,50.229000,17.145700,489.0,"3d",1.00,9,2019/03/09,00:01:09
311,50.228950,17.145383,489.2,"3d",1.00,9,2019/03/09,00:01:10
312,50.228883,17.145050,489.3,"3d",1.00,9,2019/03/09,00:01:11
313,50.228800,17.144750,489.0,"3d",1.00,9,2019/03/09,00:01:12
314,50.228700,17.144450,489.4,"3d",1.00,9,2019/03/09,00:01:13
315,50.228583,17.144150,489.5,"3d",1.00,9,2019/03/09,00:01:14
316,50.228450,17.143867,490.6,"3d",1.00,9,2019/03/09,00:01:15
317,50.228300,17.143583,491.2,"3d",1.00,9,2019/03/09,00:01:16
318,50.228167,17.143283,491.5,"3d",1.00,9,2019/03/09,00:01:17
319,50.228083,17.143000,492.0,"3d",1.00,9,2019/03/09,00:01:18
320,50.227933,17.142817,493.0,"3d",1.00,9,2019/03/09,00:01:19
321,50.227733,17.142900,492.6,"3d",1.00,9,2019/03/09,00:01:20
322,50.227633,17.142633,492.1,"3d",1.00,9,2019/03/09,00:01:21
323,50.227583,17.142333,492.4,"3d",1.00,9,2019/03/09,00:01:22
324,50.227567,17.142067,492.7,"3d",1.00,9,2019/03/09,00:01:23
325,50.227533,17.141900,493.6,"3d",1.00,9,2019/03/09,00:01:24
326,50.227500,17.141750,494.5,"3d",1.00,9,2019/03/09,00:01:25
327,50.227467,17.141617,494.3,"3d",1.00,9,2019/03/09,00:01:26
328,50.227433,17.141500,494.1,"3d",1.00,9,2019/03/09,00:01:27
329,50.227417,17.141400,494.3,"3d",1.00,9,2019/03/09,00:01:28
330,50.227417,17.141300,494.7,"3d",1.00,9,2019/03/09,00:01:29
331,50.227400,17.141267,495.2,"3d",1.00,9,2019/03/09,00:01:30
332,50.227383,17.141200,495.5,"3d",1.00,9,2019/03/09,00:01:31
333,50.227367,17.141183,495.8,"3d",1.00,9,2019/03/09,00:01:32
334,50.227333,17.141167,495.9,"3d",1.00,9,2019/03/09,00:01:33
335,50.227317,17.141167,496.2,"3d",1.00,9,2019/03/09,00:01:34
336,50.227317,17.141133,495.7,"3d",1.00,9,2019/03/09,00:01:35
337,50.227333,17.141133,495.1,"3d",1.00,9,2019/03/09,00:01:36
338,50.227333,17.141133,495.0,"3d",1.00,9,2019/03/09,00:01:37
339,50.227367,17.141100,494.6,"3d",1.00,9,2019/03/09,00:01:38
340,50.227367,17.141033,494.2,"3d",1.00,9,2019/03/09,00:01:39
341,50.227367,17.140967,494.4,"3d",1.00,9,2019/03/09,00:01:40
342,50.227367,17.140883,495.3,"3d",1.00,9,2019/03/09,00:01:41
343,50.227350,17.140783,495.5,"3d",1.00,9,2019/03/09,00:01:42
344,50.227333,17.140667,496.0,"3d",1.00,9,2019/03/09,00:01:43
345,50.227300,17.140467,496.0,"3d",1.00,9,2019/03/09,00:01:44
346,50.227250,17.140217,496.0,"3d",1.00,9,2019/03/09,00:01:45
347,50.227200,17.139983,496.2,"3d",1.00,9,2019/03/09,00:01:46
348,50.227117,17.139733,496.3,"3d",1.00,9,2019/03/09,00:01:47
349,50.227000,17.139483,496.4,"3d",1.00,9,2019/03/09,00:01:48
350,50.226883,17.139200,496.9,"3d",1.00,8,2019/03/09,00:01:49
351,50.226783,17.138933,496.7,"3d",1.00,9,2019/03/09,00:01:50
352,50.226717,17.138633,497.6,"3d",1.00,9,2019/03/09,00:01:51
353,50.226650,17.138300,497.8,"3d",1.00,9,2019/03/09,00:01:52
354,50.226633,17.137950,498.1,"3d",1.00,9,2019/03/09,00:01:53
355,50.226600,17.137617,498.4,"3d",1.00,9,2019/03/09,00:01:54
356,50.226567,17.137267,498.9,"3d",1.00,9,2019/03/09,00:01:55
357,50.226550,17.136933,499.2,"3d",1.00,9,2019/03/09,00:01:56
