48.558505,8.974393,,RPT096,RPT096,,418,      10.7,1122371495,       1.5,       2.3,       2.7,6,3d
48.558592,8.974660,,RPT097,RPT097,,419,      10.9,1122371497,       1.3,       1.8,       2.3,7,3d
48.558677,8.974927,,RPT098,RPT098,,420,      10.9,1122371499,       1.3,       1.8,       2.3,7,3d
48.558772,8.975185,,RPT099,RPT099,,422,      10.8,1122371501,       0.9,       1.3,       1.6,9,3d
48.558868,8.975437,,RPT100,RPT100,,423,      10.7,1122371503,       1.3,       1.9,       2.3,6,3d
48.558970,8.975678,,RPT101,RPT101,,424,      10.6,1122371505,       1.0,       1.5,       1.8,7,3d
48.559053,8.975923,,RPT102,RPT102,,426,      10.4,1122371507,       1.2,       1.8,       2.2,6,3d
48.559093,8.976192,,RPT103,RPT103,,427,       9.6,1122371509,       1.0,       1.6,       1.9,9,3d
48.559093,8.976475,,RPT104,RPT104,,429,      10.4,1122371511,       1.0,       1.6,       1.9,9,3d
48.559070,8.976762,,RPT105,RPT105,,432,      10.6,1122371513,       0.8,       1.2,       1.5,10,3d
48.559052,8.977048,,RPT106,RPT106,,434,      10.7,1122371515,       0.9,       1.4,       1.7,9,3d
48.559067,8.977337,,RPT107,RPT107,,436,      10.6,1122371517,       0.9,       1.4,       1.7,9,3d
48.559103,8.977623,,RPT108,RPT108,,437,      10.7,1122371519,       1.2,       1.8,       2.2,7,3d
48.559152,8.977908,,RPT109,RPT109,,439,      10.7,1122371521,       1.2,       1.8,       2.2,7,3d
48.559203,8.978187,,RPT110,RPT110,,440,      10.7,1122371523,       2.3,       2.1,       3.1,6,3d
48.559275,8.978455,,RPT111,RPT111,,442,      10.8,1122371525,       1.0,       1.6,       1.9,9,3d
48.559373,8.978698,,RPT112,RPT112,,444,      10.6,1122371527,       1.0,       1.6,       1.9,9,3d
48.559490,8.978930,,RPT113,RPT113,,446,      10.6,1122371529,       0.9,       1.3,       1.6,8,3d
48.559628,8.979135,,RPT114,RPT114,,448,      10.7,1122371531,       1.0,       1.6,       1.9,9,3d
48.559780,8.979312,,RPT115,RPT115,,449,      10.6,1122371533,       1.2,       2.0,       2.3,8,3d
48.559935,8.979483,,RPT116,RPT116,,451,      10.5,1122371535,       1.0,       1.6,       1.9,9,3d
48.560095,8.979653,,RPT117,RPT117,,453,      10.7,1122371537,       1.0,       1.6,       1.9,9,3d
48.560253,8.979823,,RPT118,RPT118,,455,      10.7,1122371539,       1.0,       1.6,       1.9,9,3d
48.560413,8.979993,,RPT119,RPT119,,456,      10.8,1122371541,       1.7,       1.8,       2.4,8,3d
48.560567,8.980157,,RPT120,RPT120,,458,      10.5,1122371543,       1.7,       1.8,       2.4,8,3d
48.560713,8.980332,,RPT121,RPT121,,460,      10.3,1122371545,       1.7,       1.8,       2.4,8,3d
48.560833,8.980553,,RPT122,RPT122,,462,      10.3,1122371547,       1.2,       2.0,       2.3,8,3d
48.560907,8.980828,,RPT123,RPT123,,463,      10.8,1122371549,       2.4,       3.1,       3.9,7,3d
48.560930,8.981137,,RPT124,RPT124,,465,      11.3,1122371551,       1.2,       2.0,       2.3,8,3d
48.560932,8.981452,,RPT125,RPT125,,467,      11.5,1122371553,       1.3,       2.3,       2.7,7,3d
48.560948,8.981762,,RPT126,RPT126,,469,      11.5,1122371555,       1.3,       2.3,       2.7,7,3d
48.560988,8.982068,,RPT127,RPT127,,471,      11.5,1122371557,       1.5,       4.1,       4.4,5,3d
48.561040,8.982372,,RPT128,RPT128,,473,      11.5,1122371559,       1.2,       1.8,       2.2,6,3d
48.561098,8.982663,,RPT129,RPT129,,474,      11.3,1122371561,       1.3,       1.9,       2.3,6,3d
48.561193,8.982927,,RPT130,RPT130,,475,      11.0,1122371563,       1.1,       1.6,       2.0,8,3d
48.561270,8.983170,,RPT131,RPT131,,476,      10.4,1122371565,       0.9,       1.3,       1.6,9,3d
48.561337,8.983385,,RPT132,RPT132,,477,       8.9,1122371567,       0.8,       1.3,       1.5,9,3d
48.561395,8.983598,,RPT133,RPT133,,477,       8.6,1122371569,       0.9,       1.3,       1.6,9,3d
48.561447,8.983807,,RPT134,RPT134,,477,       8.4,1122371571,       1.1,       1.6,       2.0,8,3d
48.561483,8.983955,,RPT135,RPT135,,477,       6.6,1122371573,       1.1,       1.8,       2.1,8,3d
