INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE,
49,T,2005/05/01,11:14:26,Unknown,51.313286,N,12.414053,E,139,2.2,0.123185
50,T,2005/05/01,11:14:30,Unknown,51.313268,N,12.414099,E,139,3.4,0.126994
51,T,2005/05/01,11:15:06,Unknown,51.313043,N,12.414609,E,141,4.3,0.170396
52,T,2005/05/01,11:15:27,Unknown,51.312981,N,12.414831,E,140,2.9,0.187364
53,T,2005/05/01,11:15:39,Unknown,51.312927,N,12.414936,E,140,2.8,0.196759
54,T,2005/05/01,11:25:31,Unknown,51.312953,N,12.414974,E,152,0.0,0.200694
55,T,2005/05/01,11:25:40,Unknown,51.312931,N,12.414981,E,152,1.0,0.203203
56,T,2005/05/01,11:29:18,Unknown,51.312962,N,12.414952,E,155,0.1,0.207174
57,T,2005/05/01,11:30:30,Unknown,51.313166,N,12.414594,E,149,1.7,0.240891
58,T,2005/05/01,11:30:37,Unknown,51.313166,N,12.414568,E,150,0.9,0.242699
59,T,2005/05/01,11:30:47,Unknown,51.313160,N,12.414436,E,151,3.3,0.251912
60,T,2005/05/01,11:30:48,Unknown,51.313155,N,12.414391,E,151,11.4,0.255078
61,T,2005/05/01,11:30:52,Unknown,51.313338,N,12.413907,E,150,35.5,0.294489
62,T,2005/05/01,11:30:57,Unknown,51.313706,N,12.413320,E,150,41.6,0.352315
63,T,2005/05/01,11:31:03,Unknown,51.313990,N,12.412864,E,150,26.9,0.397079
64,T,2005/05/01,11:31:10,Unknown,51.314222,N,12.412491,E,150,18.8,0.433687
65,T,2005/05/01,11:32:38,Unknown,51.314650,N,12.409562,E,143,8.6,0.642982
66,T,2005/05/01,11:32:45,Unknown,51.314650,N,12.409492,E,141,2.5,0.647840
67,T,2005/05/01,11:33:17,Unknown,51.314650,N,12.409492,E,143,0.0,0.647840
68,T,2005/05/01,11:33:42,Unknown,51.314650,N,12.409449,E,139,0.4,0.650838
69,T,2005/05/01,11:33:54,Unknown,51.314645,N,12.409356,E,139,2.0,0.657372
70,T,2005/05/01,11:34:04,Unknown,51.314645,N,12.409356,E,138,0.0,0.657372
71,T,2005/05/01,11:34:20,Unknown,51.314645,N,12.409356,E,139,0.0,0.657372
72,T,2005/05/01,11:35:45,Unknown,51.314645,N,12.409356,E,144,0.0,0.657372
73,T,2005/05/01,11:35:56,Unknown,51.314645,N,12.409356,E,145,0.0,0.657372
74,T,2005/05/01,11:37:24,Unknown,51.315119,N,12.410219,E,151,0.0,0.000000
75,T,2005/05/01,12:00:22,Unknown,51.315169,N,12.410345,E,152,0.0,0.010455
76,T,2005/05/01,12:23:08,Unknown,51.315094,N,12.410216,E,137,0.0,0.022696
77,T,2005/05/01,12:24:15,Unknown,51.315064,N,12.410310,E,134,0.4,0.029989
78,T,2005/05/01,12:24:39,Unknown,51.314956,N,12.410359,E,134,1.9,0.042497
79,T,2005/05/01,12:27:23,Unknown,51.314848,N,12.409390,E,135,1.5,0.110987
80,T,2005/05/01,12:27:38,Unknown,51.314837,N,12.409384,E,132,0.3,0.112279
81,T,2005/05/01,12:29:48,Unknown,51.314837,N,12.409448,E,137,0.1,0.116729
82,T,2005/05/01,12:29:53,Unknown,51.314863,N,12.409295,E,136,7.9,0.127697
83,T,2005/05/01,12:31:02,Unknown,51.314115,N,12.406694,E,135,10.4,0.326885
84,T,2005/05/01,12:31:10,Unknown,51.313964,N,12.406226,E,134,16.5,0.363558
85,T,2005/05/01,12:31:15,Unknown,51.313697,N,12.405787,E,133,30.7,0.406227
86,T,2005/05/01,12:31:21,Unknown,51.313341,N,12.404970,E,132,41.6,0.475493
87,T,2005/05/01,12:31:32,Unknown,51.312701,N,12.403500,E,129,40.8,0.600115
88,T,2005/05/01,12:31:41,Unknown,51.312212,N,12.402347,E,128,38.8,0.697106
89,T,2005/05/01,12:31:47,Unknown,51.311849,N,12.401454,E,127,44.4,0.771185
90,T,2005/05/01,12:31:55,Unknown,51.311397,N,12.400106,E,126,47.9,0.877619
91,T,2005/05/01,12:32:03,Unknown,51.311015,N,12.398855,E,125,43.6,0.974544
92,T,2005/05/01,12:32:12,Unknown,51.310660,N,12.397786,E,124,33.7,1.058736
93,T,2005/05/01,12:32:18,Unknown,51.310497,N,12.397280,E,123,23.8,1.098353
94,T,2005/05/01,12:32:24,Unknown,51.310431,N,12.396981,E,123,13.2,1.120434
95,T,2005/05/01,12:33:46,Unknown,51.309607,N,12.393578,E,121,11.2,1.374407
96,T,2005/05/01,12:33:53,Unknown,51.309462,N,12.392356,E,121,44.5,1.460974
97,T,2005/05/01,12:34:03,Unknown,51.309315,N,12.390598,E,120,44.4,1.584345
98,T,2005/05/01,12:34:13,Unknown,51.309242,N,12.388722,E,118,47.1,1.715171
99,T,2005/05/01,12:34:20,Unknown,51.309279,N,12.387513,E,117,43.3,1.799394
100,T,2005/05/01,12:34:27,Unknown,51.309432,N,12.386195,E,115,48.0,1.892697
101,T,2005/05/01,12:34:35,Unknown,51.309623,N,12.384780,E,114,45.3,1.993450
102,T,2005/05/01,12:34:45,Unknown,51.309847,N,12.383128,E,113,42.3,2.111081
103,T,2005/05/01,12:34:56,Unknown,51.310103,N,12.381428,E,113,39.8,2.232742
104,T,2005/05/01,12:35:04,Unknown,51.310238,N,12.380285,E,112,36.4,2.313679
105,T,2005/05/01,12:35:11,Unknown,51.310272,N,12.379325,E,113,34.4,2.380604
106,T,2005/05/01,12:35:16,Unknown,51.310318,N,12.378695,E,113,31.8,2.424749
107,T,2005/05/01,12:35:24,Unknown,51.310385,N,12.377781,E,113,28.8,2.488740
108,T,2005/05/01,12:35:34,Unknown,51.310482,N,12.376459,E,114,33.4,2.581384
109,T,2005/05/01,12:35:43,Unknown,51.310602,N,12.375264,E,113,33.7,2.665620
110,T,2005/05/01,12:35:49,Unknown,51.310681,N,12.374481,E,113,33.1,2.720787
111,T,2005/05/01,12:35:54,Unknown,51.310719,N,12.374114,E,113,18.7,2.746698
112,T,2005/05/01,12:36:56,Unknown,51.308830,N,12.373434,E,115,12.5,2.962242
113,T,2005/05/01,12:37:01,Unknown,51.308537,N,12.373455,E,115,23.4,2.994811
114,T,2005/05/01,12:37:12,Unknown,51.307765,N,12.373494,E,114,28.2,3.080827
115,T,2005/05/01,12:37:19,Unknown,51.307178,N,12.373573,E,116,33.7,3.146437
116,T,2005/05/01,12:37:24,Unknown,51.306580,N,12.373616,E,116,48.0,3.213080
117,T,2005/05/01,12:37:34,Unknown,51.305424,N,12.373781,E,116,46.5,3.342206
118,T,2005/05/01,12:37:41,Unknown,51.304719,N,12.373947,E,115,40.8,3.421616
119,T,2005/05/01,12:37:50,Unknown,51.303804,N,12.374235,E,115,41.5,3.525358
120,T,2005/05/01,12:37:55,Unknown,51.303220,N,12.374188,E,112,46.9,3.590484
121,T,2005/05/01,12:38:00,Unknown,51.302673,N,12.373871,E,112,46.6,3.655244
122,T,2005/05/01,12:38:05,Unknown,51.302235,N,12.373616,E,110,37.3,3.707091
123,T,2005/05/01,12:38:11,Unknown,51.301880,N,12.373242,E,110,28.4,3.754437
124,T,2005/05/01,12:38:13,Unknown,51.301779,N,12.373095,E,109,27.4,3.769643
125,T,2005/05/01,12:38:17,Unknown,51.301608,N,12.372646,E,110,33.0,3.806289
126,T,2005/05/01,12:38:20,Unknown,51.301695,N,12.372244,E,110,35.6,3.835937
127,T,2005/05/01,12:38:23,Unknown,51.301794,N,12.371789,E,110,40.1,3.869392
128,T,2005/05/01,12:38:27,Unknown,51.302062,N,12.371504,E,111,32.2,3.905214
129,T,2005/05/01,12:38:30,Unknown,51.302231,N,12.371544,E,112,22.9,3.924283
130,T,2005/05/01,12:38:33,Unknown,51.302424,N,12.371706,E,113,29.1,3.948564
131,T,2005/05/01,12:38:36,Unknown,51.302430,N,12.372084,E,112,31.6,3.974904
132,T,2005/05/01,12:38:39,Unknown,51.302261,N,12.372511,E,112,42.1,4.010014
133,T,2005/05/01,12:38:45,Unknown,51.301614,N,12.373790,E,112,68.7,4.124543
134,T,2005/05/01,12:38:50,Unknown,51.300973,N,12.374747,E,110,70.3,4.222167
135,T,2005/05/01,12:38:54,Unknown,51.300436,N,12.375403,E,109,67.7,4.297392
136,T,2005/05/01,12:38:59,Unknown,51.299650,N,12.376035,E,107,70.5,4.395323
137,T,2005/05/01,12:39:04,Unknown,51.298766,N,12.376458,E,107,73.9,4.498028
138,T,2005/05/01,12:39:09,Unknown,51.297870,N,12.376556,E,107,72.0,4.597996
139,T,2005/05/01,12:39:15,Unknown,51.296876,N,12.376642,E,108,66.5,4.708840
140,T,2005/05/01,12:39:24,Unknown,51.295282,N,12.376738,E,108,71.0,4.886333
141,T,2005/05/01,12:39:35,Unknown,51.293354,N,12.377548,E,107,72.6,5.108237
142,T,2005/05/01,12:39:41,Unknown,51.292248,N,12.377895,E,110,75.3,5.233730
143,T,2005/05/01,12:39:47,Unknown,51.291143,N,12.378030,E,110,74.0,5.357048
144,T,2005/05/01,12:39:56,Unknown,51.289435,N,12.378082,E,111,76.1,5.547252
145,T,2005/05/01,12:40:07,Unknown,51.287279,N,12.378541,E,112,79.3,5.789440
146,T,2005/05/01,12:40:12,Unknown,51.286388,N,12.379174,E,113,78.1,5.897888
147,T,2005/05/01,12:40:20,Unknown,51.285051,N,12.380287,E,115,75.5,6.065682
148,T,2005/05/01,12:40:30,Unknown,51.283431,N,12.381713,E,116,74.1,6.271558
149,T,2005/05/01,12:40:38,Unknown,51.282192,N,12.382656,E,115,68.8,6.424358
150,T,2005/05/01,12:40:43,Unknown,51.281269,N,12.383118,E,113,77.5,6.531994
151,T,2005/05/01,12:40:48,Unknown,51.280317,N,12.383292,E,112,76.8,6.638662
152,T,2005/05/01,12:40:55,Unknown,51.278896,N,12.383408,E,112,81.5,6.797060
153,T,2005/05/01,12:41:02,Unknown,51.277381,N,12.383365,E,113,86.8,6.965747
154,T,2005/05/01,12:41:08,Unknown,51.275954,N,12.383136,E,111,95.8,7.125451
155,T,2005/05/01,12:41:14,Unknown,51.274602,N,12.382789,E,110,91.4,7.277857
156,T,2005/05/01,12:41:23,Unknown,51.272712,N,12.382217,E,109,85.6,7.491956
157,T,2005/05/01,12:41:26,Unknown,51.271982,N,12.381996,E,109,99.2,7.574653
158,T,2005/05/01,12:41:31,Unknown,51.270829,N,12.381647,E,110,94.1,7.705279
159,T,2005/05/01,12:41:36,Unknown,51.269814,N,12.381455,E,110,82.0,7.819105
160,T,2005/05/01,12:41:44,Unknown,51.268269,N,12.381315,E,111,77.5,7.991376
161,T,2005/05/01,12:41:51,Unknown,51.266803,N,12.381362,E,112,83.9,8.154519
162,T,2005/05/01,12:41:58,Unknown,51.265299,N,12.381627,E,112,86.7,8.323053
163,T,2005/05/01,12:42:05,Unknown,51.263810,N,12.382035,E,112,86.5,8.491155
164,T,2005/05/01,12:42:10,Unknown,51.262920,N,12.382297,E,112,72.6,8.591952
165,T,2005/05/01,12:42:21,Unknown,51.261108,N,12.382890,E,113,67.4,8.797824
166,T,2005/05/01,12:42:25,Unknown,51.260602,N,12.383055,E,113,51.7,8.855300
167,T,2005/05/01,12:42:31,Unknown,51.259785,N,12.383259,E,113,55.2,8.947334
168,T,2005/05/01,12:42:40,Unknown,51.258475,N,12.383584,E,113,59.0,9.094944
169,T,2005/05/01,12:42:54,Unknown,51.256355,N,12.384040,E,113,61.2,9.333048
170,T,2005/05/01,12:43:05,Unknown,51.254621,N,12.384376,E,113,63.6,9.527507
171,T,2005/05/01,12:43:15,Unknown,51.252993,N,12.384618,E,113,65.5,9.709543
172,T,2005/05/01,12:43:22,Unknown,51.251785,N,12.384839,E,113,69.6,9.844868
173,T,2005/05/01,12:43:29,Unknown,51.250456,N,12.385139,E,113,76.9,9.994340
174,T,2005/05/01,12:43:38,Unknown,51.248744,N,12.385718,E,114,77.9,10.189042
175,T,2005/05/01,12:43:46,Unknown,51.247352,N,12.386270,E,115,71.8,10.348709
176,T,2005/05/01,12:43:56,Unknown,51.245662,N,12.387032,E,116,70.4,10.544266
177,T,2005/05/01,12:44:06,Unknown,51.243783,N,12.387762,E,117,77.5,10.759539
178,T,2005/05/01,12:44:15,Unknown,51.242046,N,12.388334,E,116,79.0,10.956957
179,T,2005/05/01,12:44:21,Unknown,51.240937,N,12.388480,E,117,74.3,11.080842
180,T,2005/05/01,12:44:25,Unknown,51.240353,N,12.388557,E,117,58.7,11.146052
181,T,2005/05/01,12:44:32,Unknown,51.239317,N,12.388623,E,116,59.4,11.261489
182,T,2005/05/01,12:44:39,Unknown,51.238276,N,12.388609,E,117,59.6,11.377353
183,T,2005/05/01,12:44:49,Unknown,51.236879,N,12.388590,E,117,56.0,11.532826
184,T,2005/05/01,12:44:59,Unknown,51.235378,N,12.388569,E,117,60.2,11.699917
185,T,2005/05/01,12:45:15,Unknown,51.232896,N,12.388523,E,117,62.2,11.976227
186,T,2005/05/01,12:45:26,Unknown,51.231191,N,12.388352,E,118,62.2,12.166422
187,T,2005/05/01,12:45:32,Unknown,51.230276,N,12.388224,E,120,61.3,12.268650
188,T,2005/05/01,12:45:38,Unknown,51.229241,N,12.388077,E,120,69.4,12.384327
189,T,2005/05/01,12:45:44,Unknown,51.228005,N,12.387978,E,120,82.7,12.522130
190,T,2005/05/01,12:46:02,Unknown,51.224023,N,12.387749,E,123,88.7,12.965718
191,T,2005/05/01,12:46:09,Unknown,51.222415,N,12.387670,E,122,92.1,13.144783
192,T,2005/05/01,12:46:17,Unknown,51.220607,N,12.387600,E,122,90.6,13.346143
193,T,2005/05/01,12:46:23,Unknown,51.219225,N,12.387600,E,122,92.3,13.499988
194,T,2005/05/01,12:46:29,Unknown,51.217835,N,12.387871,E,123,93.5,13.655868
195,T,2005/05/01,12:46:34,Unknown,51.216718,N,12.388321,E,123,92.3,13.784021
196,T,2005/05/01,12:46:40,Unknown,51.215443,N,12.389137,E,124,91.8,13.936954
197,T,2005/05/01,12:46:45,Unknown,51.214415,N,12.390031,E,125,93.9,14.067311
198,T,2005/05/01,12:46:50,Unknown,51.213471,N,12.391125,E,123,93.5,14.197186
199,T,2005/05/01,12:46:55,Unknown,51.212631,N,12.392336,E,122,90.7,14.323166
200,T,2005/05/01,12:47:01,Unknown,51.211786,N,12.393923,E,122,87.1,14.468384
201,T,2005/05/01,12:47:07,Unknown,51.211034,N,12.395703,E,123,89.8,14.618127
202,T,2005/05/01,12:47:16,Unknown,51.209978,N,12.398560,E,121,92.5,14.849466
203,T,2005/05/01,12:47:30,Unknown,51.208374,N,12.403026,E,122,92.3,15.208434
204,T,2005/05/01,12:47:39,Unknown,51.207282,N,12.406068,E,123,97.8,15.452963
205,T,2005/05/01,12:47:48,Unknown,51.206217,N,12.409036,E,120,95.4,15.691512
206,T,2005/05/01,12:47:57,Unknown,51.205105,N,12.411980,E,123,95.9,15.931313
207,T,2005/05/01,12:48:05,Unknown,51.204078,N,12.414440,E,128,92.8,16.137456
208,T,2005/05/01,12:48:13,Unknown,51.203044,N,12.416667,E,134,87.0,16.330794
209,T,2005/05/01,12:48:23,Unknown,51.201779,N,12.419291,E,139,83.1,16.561737
210,T,2005/05/01,12:48:33,Unknown,51.200525,N,12.422076,E,143,86.1,16.800913
211,T,2005/05/01,12:48:38,Unknown,51.200069,N,12.423662,E,143,87.7,16.922652
212,T,2005/05/01,12:48:45,Unknown,51.199554,N,12.425975,E,143,88.0,17.093857
213,T,2005/05/01,12:48:53,Unknown,51.198894,N,12.428777,E,141,94.0,17.302661
214,T,2005/05/01,12:49:03,Unknown,51.197940,N,12.432205,E,138,94.2,17.564326
215,T,2005/05/01,12:49:12,Unknown,51.197101,N,12.435141,E,137,90.0,17.789432
216,T,2005/05/01,12:49:20,Unknown,51.196409,N,12.437859,E,137,92.1,17.994069
217,T,2005/05/01,12:49:25,Unknown,51.196127,N,12.439669,E,136,93.6,18.124128
218,T,2005/05/01,12:49:29,Unknown,51.196040,N,12.441140,E,136,92.8,18.227196
219,T,2005/05/01,12:49:34,Unknown,51.196113,N,12.442970,E,137,92.1,18.355120
220,T,2005/05/01,12:49:41,Unknown,51.196293,N,12.445425,E,138,88.7,18.527563
221,T,2005/05/01,12:49:50,Unknown,51.196520,N,12.448528,E,139,87.2,18.745535
222,T,2005/05/01,12:49:55,Unknown,51.196489,N,12.450275,E,140,87.8,18.867410
223,T,2005/05/01,12:49:59,Unknown,51.196239,N,12.451725,E,140,94.4,18.972288
224,T,2005/05/01,12:50:04,Unknown,51.195871,N,12.453509,E,141,94.4,19.103332
225,T,2005/05/01,12:50:12,Unknown,51.195343,N,12.456193,E,142,88.3,19.299590
226,T,2005/05/01,12:50:17,Unknown,51.195088,N,12.457638,E,142,75.4,19.404305
227,T,2005/05/01,12:50:26,Unknown,51.194672,N,12.460048,E,142,69.7,19.578680
228,T,2005/05/01,12:50:33,Unknown,51.194224,N,12.461839,E,142,69.2,19.713202
229,T,2005/05/01,12:50:39,Unknown,51.193784,N,12.463115,E,142,61.0,19.814845
230,T,2005/05/01,12:50:47,Unknown,51.193223,N,12.464642,E,143,55.6,19.938326
231,T,2005/05/01,12:50:55,Unknown,51.192593,N,12.466349,E,144,62.2,20.076526
232,T,2005/05/01,12:51:02,Unknown,51.192064,N,12.467679,E,145,56.5,20.186439
233,T,2005/05/01,12:51:11,Unknown,51.191291,N,12.469518,E,146,61.8,20.340951
234,T,2005/05/01,12:51:19,Unknown,51.190513,N,12.471314,E,146,68.5,20.493266
235,T,2005/05/01,12:51:27,Unknown,51.189762,N,12.473023,E,146,65.5,20.638871
236,T,2005/05/01,12:51:37,Unknown,51.188806,N,12.475199,E,146,66.7,20.824247
237,T,2005/05/01,12:51:43,Unknown,51.188314,N,12.476320,E,147,57.3,20.919697
238,T,2005/05/01,12:51:49,Unknown,51.187723,N,12.477364,E,149,58.9,21.017913
239,T,2005/05/01,12:51:53,Unknown,51.187218,N,12.477957,E,150,62.8,21.087675
240,T,2005/05/01,12:51:59,Unknown,51.186295,N,12.478689,E,152,68.8,21.202410
241,T,2005/05/01,12:52:06,Unknown,51.185200,N,12.479604,E,153,70.8,21.340020
242,T,2005/05/01,12:52:11,Unknown,51.184551,N,12.480150,E,155,58.8,21.421680
243,T,2005/05/01,12:52:17,Unknown,51.183877,N,12.480718,E,156,50.9,21.506521
244,T,2005/05/01,12:52:22,Unknown,51.183198,N,12.481290,E,157,61.5,21.591983
245,T,2005/05/01,12:52:29,Unknown,51.182126,N,12.482214,E,158,69.8,21.727643
246,T,2005/05/01,12:52:36,Unknown,51.181136,N,12.483059,E,160,64.3,21.852691
247,T,2005/05/01,12:52:43,Unknown,51.180111,N,12.483933,E,159,66.5,21.982031
248,T,2005/05/01,12:52:52,Unknown,51.178617,N,12.485278,E,159,76.4,22.172994
249,T,2005/05/01,12:53:01,Unknown,51.177110,N,12.486649,E,158,77.3,22.366154
250,T,2005/05/01,12:53:11,Unknown,51.175435,N,12.488199,E,156,77.6,22.581739
251,T,2005/05/01,12:53:16,Unknown,51.174714,N,12.488884,E,156,67.2,22.675104
252,T,2005/05/01,12:53:25,Unknown,51.173363,N,12.490121,E,155,69.4,22.848505
253,T,2005/05/01,12:53:34,Unknown,51.171848,N,12.491529,E,154,78.1,23.043752
254,T,2005/05/01,12:53:44,Unknown,51.170087,N,12.493157,E,154,81.6,23.270283
255,T,2005/05/01,12:53:55,Unknown,51.168092,N,12.495011,E,153,84.1,23.527324
256,T,2005/05/01,12:54:02,Unknown,51.166755,N,12.496254,E,152,88.6,23.699593
257,T,2005/05/01,12:54:09,Unknown,51.165286,N,12.497619,E,152,97.3,23.888863
258,T,2005/05/01,12:54:16,Unknown,51.163887,N,12.498919,E,152,92.7,24.069158
259,T,2005/05/01,12:54:26,Unknown,51.161948,N,12.500744,E,151,90.2,24.319804
260,T,2005/05/01,12:54:37,Unknown,51.159814,N,12.502865,E,150,91.6,24.599726
261,T,2005/05/01,12:54:46,Unknown,51.158122,N,12.504699,E,147,91.1,24.827462
262,T,2005/05/01,12:54:56,Unknown,51.156357,N,12.506797,E,145,88.2,25.072534
263,T,2005/05/01,12:55:00,Unknown,51.155667,N,12.507464,E,144,80.8,25.162349
264,T,2005/05/01,12:55:04,Unknown,51.155066,N,12.507858,E,143,65.1,25.234688
265,T,2005/05/01,12:55:10,Unknown,51.154282,N,12.508145,E,143,53.7,25.324234
266,T,2005/05/01,12:55:16,Unknown,51.153399,N,12.508440,E,143,60.2,25.424650
267,T,2005/05/01,12:55:22,Unknown,51.152456,N,12.508719,E,142,64.1,25.531417
268,T,2005/05/01,12:55:27,Unknown,51.151851,N,12.508906,E,141,49.4,25.600022
269,T,2005/05/01,12:55:32,Unknown,51.151153,N,12.509148,E,139,57.2,25.679496
270,T,2005/05/01,12:55:38,Unknown,51.150125,N,12.509460,E,135,69.9,25.796050
271,T,2005/05/01,12:55:44,Unknown,51.149014,N,12.509649,E,133,74.6,25.920433
272,T,2005/05/01,12:55:50,Unknown,51.147942,N,12.509694,E,134,71.6,26.039805
273,T,2005/05/01,12:55:56,Unknown,51.146998,N,12.509721,E,134,63.1,26.144904
274,T,2005/05/01,12:56:06,Unknown,51.145367,N,12.509868,E,137,65.5,26.326751
275,T,2005/05/01,12:56:15,Unknown,51.143804,N,12.509995,E,140,69.7,26.501012
276,T,2005/05/01,12:56:22,Unknown,51.142645,N,12.510077,E,143,66.4,26.630082
277,T,2005/05/01,12:56:31,Unknown,51.141023,N,12.510029,E,145,72.3,26.810710
278,T,2005/05/01,12:56:37,Unknown,51.140067,N,12.509917,E,147,64.0,26.917411
279,T,2005/05/01,12:56:42,Unknown,51.139422,N,12.509842,E,148,51.8,26.989421
280,T,2005/05/01,12:56:49,Unknown,51.138621,N,12.509748,E,149,46.0,27.078824
281,T,2005/05/01,12:56:55,Unknown,51.137987,N,12.509547,E,151,43.2,27.150775
282,T,2005/05/01,12:56:59,Unknown,51.137720,N,12.509432,E,151,27.8,27.181623
283,T,2005/05/01,12:57:03,Unknown,51.137503,N,12.509295,E,151,23.4,27.207578
284,T,2005/05/01,12:57:05,Unknown,51.137389,N,12.509223,E,151,24.6,27.221232
285,T,2005/05/01,12:57:10,Unknown,51.136939,N,12.508940,E,150,38.7,27.275034
286,T,2005/05/01,12:57:11,Unknown,51.136817,N,12.508863,E,150,52.6,27.289653
287,T,2005/05/01,12:57:16,Unknown,51.136083,N,12.508371,E,150,63.8,27.378244
288,T,2005/05/01,12:57:20,Unknown,51.135500,N,12.507978,E,151,63.4,27.448720
289,T,2005/05/01,12:57:29,Unknown,51.134406,N,12.507249,E,151,52.8,27.580793
290,T,2005/05/01,12:57:39,Unknown,51.133262,N,12.506474,E,152,49.8,27.719157
291,T,2005/05/01,12:57:46,Unknown,51.132453,N,12.505995,E,152,49.4,27.815265
292,T,2005/05/01,12:57:53,Unknown,51.131515,N,12.505628,E,153,55.3,27.922700
293,T,2005/05/01,12:58:02,Unknown,51.130321,N,12.505173,E,154,54.7,28.059426
294,T,2005/05/01,12:58:08,Unknown,51.129692,N,12.504971,E,154,42.8,28.130842
295,T,2005/05/01,12:58:15,Unknown,51.128942,N,12.504713,E,154,43.9,28.216189
